-100,10403
-99.8,10362.24
-99.6,10321.56
-99.4,10280.96
-99.2,10240.44
-99,10200
-98.8,10159.64
-98.6,10119.36
-98.4,10079.16
-98.2,10039.04
-98,9999
-97.8,9959.04
-97.6,9919.16
-97.4,9879.36
-97.2,9839.64
-97,9800
-96.8,9760.44
-96.6,9720.96
-96.4,9681.56
-96.2,9642.24
-96,9603
-95.8,9563.84
-95.6,9524.76
-95.4,9485.76
-95.2,9446.84
-95,9408
-94.8,9369.24
-94.6,9330.56
-94.4,9291.96
-94.2,9253.44
-94,9215
-93.8,9176.64
-93.6,9138.36
-93.4,9100.16
-93.2,9062.04
-93,9024
-92.8,8986.04
-92.6,8948.16
-92.4,8910.36
-92.2,8872.64
-92,8835
-91.8,8797.44
-91.6,8759.96
-91.4,8722.56
-91.2,8685.24
-91,8648
-90.8,8610.84
-90.6,8573.76
-90.4,8536.76
-90.2,8499.84
-90,8463
-89.8,8426.24
-89.6,8389.56
-89.4,8352.96
-89.2,8316.44
-89,8280
-88.8,8243.64
-88.6,8207.36
-88.4,8171.16
-88.2,8135.04
-88,8099
-87.8,8063.04
-87.6,8027.16
-87.4,7991.36
-87.2,7955.64
-87,7920
-86.8,7884.44
-86.6,7848.96
-86.4,7813.56
-86.2,7778.24
-86,7743
-85.8,7707.84
-85.6,7672.76
-85.4,7637.76
-85.2,7602.84
-85,7568
-84.8,7533.24
-84.6,7498.56
-84.4,7463.96
-84.2,7429.44
-84,7395
-83.8,7360.64
-83.6,7326.36
-83.4,7292.16
-83.2,7258.04
-83,7224
-82.8,7190.04
-82.6,7156.16
-82.4,7122.36
-82.2,7088.64
-82,7055
-81.8,7021.44
-81.6,6987.96
-81.4,6954.56
-81.2,6921.24
-81,6888
-80.8,6854.84
-80.6,6821.76
-80.4,6788.76
-80.2,6755.84
-80,6723
-79.8,6690.24
-79.6,6657.56
-79.4,6624.96
-79.2,6592.44
-79,6560
-78.8,6527.64
-78.6,6495.36
-78.4,6463.16
-78.2,6431.04
-78,6399
-77.8,6367.04
-77.6,6335.16
-77.4,6303.36
-77.2,6271.64
-77,6240
-76.8,6208.44
-76.6,6176.96
-76.4,6145.56
-76.2,6114.24
-76,6083
-75.8,6051.84
-75.6,6020.76
-75.4,5989.76
-75.2,5958.84
-75,5928
-74.8,5897.24
-74.6,5866.56
-74.4,5835.96
-74.2,5805.44
-74,5775
-73.8,5744.64
-73.6,5714.36
-73.4,5684.16
-73.2,5654.04
-73,5624
-72.8,5594.04
-72.6,5564.16
-72.4,5534.36
-72.2,5504.64
-72,5475
-71.8,5445.44
-71.6,5415.96
-71.4,5386.56
-71.2,5357.24
-71,5328
-70.8,5298.84
-70.6,5269.76
-70.4,5240.76
-70.2,5211.84
-70,5183
-69.8,5154.24
-69.6,5125.56
-69.4,5096.96
-69.2,5068.44
-69,5040
-68.8,5011.64
-68.6,4983.36
-68.4,4955.16
-68.2,4927.04
-68,4899
-67.8,4871.04
-67.6,4843.16
-67.4,4815.36
-67.2,4787.64
-67,4760
-66.8,4732.44
-66.6,4704.96
-66.4,4677.56
-66.2,4650.24
-66,4623
-65.8,4595.84
-65.6,4568.76
-65.4,4541.76
-65.2,4514.84
-65,4488
-64.8,4461.24
-64.6,4434.56
-64.4,4407.96
-64.2,4381.44
-64,4355
-63.8,4328.64
-63.6,4302.36
-63.4,4276.16
-63.2,4250.04
-63,4224
-62.8,4198.04
-62.6,4172.16
-62.4,4146.36
-62.2,4120.64
-62,4095
-61.8,4069.44
-61.6,4043.96
-61.4,4018.56
-61.2,3993.24
-61,3968
-60.8,3942.84
-60.6,3917.76
-60.4,3892.76
-60.2,3867.84
-60,3843
-59.8,3818.24
-59.6,3793.56
-59.4,3768.96
-59.2,3744.44
-59,3720
-58.8,3695.64
-58.6,3671.36
-58.4,3647.16
-58.2,3623.04
-58,3599
-57.8,3575.04
-57.6,3551.16
-57.4,3527.36
-57.2,3503.64
-57,3480
-56.8,3456.44
-56.6,3432.96
-56.4,3409.56
-56.2,3386.24
-56,3363
-55.8,3339.84
-55.6,3316.76
-55.4,3293.76
-55.2,3270.84
-55,3248
-54.8,3225.24
-54.6,3202.56
-54.4,3179.96
-54.2,3157.44
-54,3135
-53.8,3112.64
-53.6,3090.36
-53.4,3068.16
-53.2,3046.04
-53,3024
-52.8,3002.04
-52.6,2980.16
-52.4,2958.36
-52.2,2936.64
-52,2915
-51.8,2893.44
-51.6,2871.96
-51.4,2850.56
-51.2,2829.24
-51,2808
-50.8,2786.84
-50.6,2765.76
-50.4,2744.76
-50.2,2723.84
-50,2703
-49.8,2682.24
-49.6,2661.56
-49.4,2640.96
-49.2,2620.44
-49,2600
-48.8,2579.64
-48.6,2559.36
-48.4,2539.16
-48.2,2519.04
-48,2499
-47.8,2479.04
-47.6,2459.16
-47.4,2439.36
-47.2,2419.64
-47,2400
-46.8,2380.44
-46.6,2360.96
-46.4,2341.56
-46.2,2322.24
-46,2303
-45.8,2283.84
-45.6,2264.76
-45.4,2245.76
-45.2,2226.84
-45,2208
-44.8,2189.24
-44.6,2170.56
-44.4,2151.96
-44.2,2133.44
-44,2115
-43.8,2096.64
-43.6,2078.36
-43.4,2060.16
-43.2,2042.04
-43,2024
-42.8,2006.04
-42.6,1988.16
-42.4,1970.36
-42.2,1952.64
-42,1935
-41.8,1917.44
-41.6,1899.96
-41.4,1882.56
-41.2,1865.24
-41,1848
-40.8,1830.84
-40.6,1813.76
-40.4,1796.76
-40.2,1779.84
-40,1763
-39.8,1746.24
-39.6,1729.56
-39.4,1712.96
-39.2,1696.44
-39,1680
-38.8,1663.64
-38.6,1647.36
-38.4,1631.16
-38.2,1615.04
-38,1599
-37.8,1583.04
-37.6,1567.16
-37.4,1551.36
-37.2,1535.64
-37,1520
-36.8,1504.44
-36.6,1488.96
-36.4,1473.56
-36.2,1458.24
-36,1443
-35.8,1427.84
-35.6,1412.76
-35.4,1397.76
-35.2,1382.84
-35,1368
-34.8,1353.24
-34.6,1338.56
-34.4,1323.96
-34.2,1309.44
-34,1295
-33.8,1280.64
-33.6,1266.36
-33.4,1252.16
-33.2,1238.04
-33,1224
-32.8,1210.04
-32.6,1196.16
-32.4,1182.36
-32.2,1168.64
-32,1155
-31.8,1141.44
-31.6,1127.96
-31.4,1114.56
-31.2,1101.24
-31,1088
-30.8,1074.84
-30.6,1061.76
-30.4,1048.76
-30.2,1035.84
-30,1023
-29.8,1010.24
-29.6,997.56
-29.4,984.959999999999
-29.2,972.44
-29,960
-28.8,947.64
-28.6,935.36
-28.4,923.16
-28.2,911.04
-28,899
-27.8,887.04
-27.6,875.16
-27.4,863.359999999999
-27.2,851.64
-27,840
-26.8,828.44
-26.6,816.96
-26.4,805.559999999999
-26.2,794.24
-26,783
-25.8,771.84
-25.6,760.76
-25.4,749.76
-25.2,738.84
-25,728
-24.8,717.24
-24.6,706.56
-24.4,695.96
-24.2,685.44
-24,675
-23.8,664.64
-23.6,654.36
-23.4,644.16
-23.2,634.039999999999
-23,624
-22.8,614.04
