-100.0,9896.397109320036,
-99.8,9452.849058425385,
-99.6,10053.579858993655,
-99.4,9817.969094643182,
-99.2,10479.223255632527,
-99.0,10386.843638188568,
-98.8,10993.709680115055,
-98.6,10859.485821242872,
-98.4,9100.07809558168,
-98.2,10692.477698673008,
-98.0,10673.876416543986,
-97.8,10302.640973585912,
-97.6,9115.281986106298,
-97.4,10813.624100816121,
-97.2,10114.037836480686,
-97.0,10156.764545320219,
-96.8,10047.542368829483,
-96.6,10032.261297399187,
-96.4,10603.548320281687,
-96.2,9270.804115386842,
-96.0,10508.165323414987,
-95.8,8838.800137430751,
-95.6,9993.225595407503,
-95.4,9055.432834275145,
-95.2,9495.776362544551,
-95.0,10252.16675754304,
-94.8,8441.993527066767,
-94.6,8603.595325785982,
-94.4,9324.722819867317,
-94.2,10211.751802979918,
-94.0,10065.041383821079,
-93.8,8195.236760614851,
-93.6,10122.609404636243,
-93.4,10009.742031182337,
-93.2,8650.060589089162,
-93.0,9452.097179657016,
-92.8,9145.305901888449,
-92.6,8585.362333555251,
-92.4,9805.420876007041,
-92.2,9270.708694471441,
-92.0,9296.257836514671,
-91.8,7840.511968244631,
-91.6,9574.860733383704,
-91.4,7921.087203529383,
-91.2,9172.572709054077,
-91.0,8105.883888634013,
-90.8,8366.772145757168,
-90.6,8044.240678625675,
-90.4,8000.738074556766,
-90.2,8564.19840629345,
-90.0,8372.467102228744,
-89.8,8529.97988792789,
-89.6,9139.834275249872,
-89.4,8525.790062567257,
-89.2,7577.048227198632,
-89.0,7893.024955299106,
-88.8,8184.689722854705,
-88.6,8503.167641580543,
-88.4,7380.563882169867,
-88.2,8152.293989862623,
-88.0,7884.112761043312,
-87.8,8512.310162384862,
-87.6,8805.266161537545,
-87.4,7513.866487178171,
-87.2,8922.030764243258,
-87.0,7815.663250799229,
-86.8,7838.061271193056,
-86.6,8369.211741738414,
-86.4,8809.879047188253,
-86.2,6800.876605767297,
-86.0,7894.172704388797,
-85.8,8255.454574274516,
-85.6,8182.371652412567,
-85.4,7610.334069163749,
-85.2,8236.300693723471,
-85.0,6950.66591469783,
-84.8,7184.818998120094,
-84.6,7890.647871360867,
-84.4,7612.607748670811,
-84.2,6441.929975295355,
-84.0,8290.936172318725,
-83.8,7959.193835130252,
-83.6,7116.730925716619,
-83.4,6664.938750480316,
-83.2,7504.857446703522,
-83.0,6701.8000710135475,
-82.8,7025.910376889471,
-82.6,6815.944410890463,
-82.4,7768.52253528654,
-82.2,7030.836510449307,
-82.0,7117.801014163127,
-81.8,7169.258854860605,
-81.6,6166.7154424575165,
-81.4,6021.90518026805,
-81.2,7252.836510834071,
